chr	start	end	strand	pvalue	qvalue	meth.diff
Chromosome_1	163286777	163286779	*	1.3053655224456e-06	0.00717655467412615	-37.3835125448029
Chromosome_1	167508630	167508632	*	9.2460261095345e-06	0.0256307153063774	-42.6229508196721
Chromosome_1	168411761	168411763	*	1.47352675631353e-05	0.034051882402752	-38.0952380952381
Chromosome_1	168552851	168552853	*	2.69742572190262e-06	0.0117180126967332	32.0779220779221
Chromosome_1	169776694	169776696	*	2.11847731762838e-05	0.0428931655448648	-39.1343825665859
Chromosome_1	170291462	170291464	*	4.01568126138035e-06	0.0150788407182484	29.0909090909091
Chromosome_1	172134277	172134279	*	1.70749166934868e-07	0.00175959967144997	-43.5714285714286
Chromosome_1	173225453	173225455	*	1.8320217188845e-05	0.039066153016142	36.7215041128085
Chromosome_10	177409	177411	*	5.42563554254082e-08	0.000804412963875852	-46.467958271237
Chromosome_10	178834	178836	*	2.35918978279547e-06	0.0107998892847073	-37.5
Chromosome_10	3525234	3525236	*	4.20087808613216e-06	0.015467639898128	49.8648648648649
Chromosome_10	6656854	6656856	*	2.31439308515481e-06	0.0107446448717935	-30.7692307692308
Chromosome_10	20812668	20812670	*	9.08213690052663e-06	0.0252984688640242	37.7777777777778
Chromosome_10	20935044	20935046	*	2.27225604940309e-09	7.79368066799884e-05	46.9387755102041
Chromosome_10	22881569	22881571	*	8.67115980924547e-06	0.0245266255241097	42.573778422835
Chromosome_10	24405844	24405846	*	7.63105724041254e-06	0.0228043928086024	56.4240790655885
Chromosome_10	25093018	25093020	*	9.75763045320875e-08	0.00121208417079295	-32.1428571428571
Chromosome_10	25093057	25093059	*	3.88813544305739e-06	0.0147444610575106	-31.551724137931
Chromosome_10	25093069	25093071	*	1.41907409920102e-05	0.033344665139034	-29.6921549155909
Chromosome_10	26191423	26191425	*	1.73050408484129e-05	0.0374462432214053	29.1666666666667
Chromosome_10	28200544	28200546	*	1.23418484641878e-05	0.0305746950819802	-31.3725490196078
Chromosome_10	28612866	28612868	*	1.68128032715227e-06	0.00868240943760137	26.4150943396226
Chromosome_10	29002799	29002801	*	2.59529297276441e-07	0.00230274988082604	39.0243902439024
Chromosome_10	29002823	29002825	*	7.46051631343895e-08	0.000989808639187603	38.6363636363636
Chromosome_10	29251053	29251055	*	2.25685703547337e-05	0.044432661911305	47.8787878787879
Chromosome_10	29881734	29881736	*	2.50778770831064e-07	0.00225118375351539	-50.5263157894737
Chromosome_10	39847511	39847513	*	2.65474703614991e-05	0.04860005971777	38.2205513784461
Chromosome_10	40456617	40456619	*	2.44351982537013e-05	0.046561686346586	26.8292682926829
Chromosome_10	41771949	41771951	*	2.04506385019175e-07	0.00195006896720202	33.3333333333333
Chromosome_10	41851218	41851220	*	1.03995230923864e-07	0.0012848742370134	43.6274509803922
Chromosome_10	41909053	41909055	*	5.87833828818674e-06	0.0192706648861221	33.5147392290249
Chromosome_10	45511680	45511682	*	2.21925829362651e-06	0.010408110954145	-58.6629001883239
Chromosome_10	50073729	50073731	*	1.68369013944061e-05	0.036779563473207	41.7989417989418
Chromosome_10	50099953	50099955	*	5.98829883052027e-06	0.01951976070671	-39.3650793650794
Chromosome_10	59765776	59765778	*	6.81224452605001e-08	0.000931839441475117	58.3388704318937
Chromosome_10	60229734	60229736	*	2.33071570334208e-05	0.0451817230427762	-34.3908045977011
Chromosome_10	64422114	64422116	*	2.24725665655188e-07	0.00205749645595052	44.6759259259259
Chromosome_10	64565764	64565766	*	2.31447720641522e-05	0.0449920751045862	-40.1709401709402
Chromosome_10	65921297	65921299	*	4.78845700453345e-06	0.0168516547444969	36.5972529906956
Chromosome_10	68763452	68763454	*	1.55350944141796e-05	0.0348297352590794	31.8396226415094
Chromosome_10	76239791	76239793	*	7.38463995670948e-07	0.0050443861219124	37.5425170068027
Chromosome_10	78041542	78041544	*	9.70192697516722e-06	0.0263389237543453	34.2105263157895
Chromosome_10	81281926	81281928	*	3.20905953399106e-06	0.0132276010564187	-41.2708600770218
Chromosome_10	82277550	82277552	*	8.08334263418601e-07	0.00527725969260372	32.2033898305085
Chromosome_10	82277561	82277563	*	7.20699197123086e-08	0.000968541133260328	38.3333333333333
Chromosome_10	82277572	82277574	*	5.97293706387033e-08	0.000852554604724929	37.9310344827586
Chromosome_10	82277595	82277597	*	4.48639459806677e-07	0.00351081409943301	35.1851851851852
Chromosome_10	82277599	82277601	*	1.62716697799567e-07	0.0017026147164837	39.2156862745098
Chromosome_10	82277607	82277609	*	9.6385465454361e-07	0.0058794812070594	36.1702127659575
Chromosome_10	82277617	82277619	*	3.60891279033984e-06	0.0142790347207312	37.2093023255814
Chromosome_10	82278113	82278115	*	1.55151234906557e-05	0.0348297352590794	29.2424242424242
Chromosome_10	86231945	86231947	*	3.99352777927835e-06	0.0150326548784876	34.0938166311301
Chromosome_10	86637518	86637520	*	1.17653124321422e-08	0.000256167205445706	-43.8372799028537
Chromosome_10	91037121	91037123	*	2.65969591878072e-06	0.0116768931624847	-36.5783410138249
Chromosome_10	91038389	91038391	*	3.34653222002088e-06	0.0137330539274884	-33.8028169014084
Chromosome_10	91043367	91043369	*	3.71648475270415e-07	0.00299673014913659	-29.4117647058824
Chromosome_10	91043426	91043428	*	2.51523396121397e-06	0.0113114330661625	-30.3606557377049
Chromosome_10	101264955	101264957	*	8.23416047010167e-06	0.0237720371595295	33.9947950553025
Chromosome_10	103585341	103585343	*	2.00504693287045e-06	0.00980362806943125	-25.9259259259259
Chromosome_10	104404432	104404434	*	2.34070495899499e-06	0.0107998892847073	-28.2860998650472
Chromosome_10	105312506	105312508	*	1.53299545065368e-05	0.0346401732060529	-41.5635823849579
Chromosome_10	116339617	116339619	*	1.10393581629127e-06	0.00642254077324439	36.3377609108159
Chromosome_10	126888340	126888342	*	9.56396230802997e-06	0.0261337662234913	34.8583877995643
Chromosome_10	129352872	129352874	*	2.57435807515491e-05	0.0478225706436093	-36.2433862433862
Chromosome_10	131833707	131833709	*	1.34158338546749e-05	0.0321483883414506	40.219629375429
Chromosome_11	2481602	2481604	*	6.84638201686215e-06	0.0213702239557502	31.5789473684211
Chromosome_11	4187177	4187179	*	1.41566529185812e-06	0.00758339074319779	33.609693877551
Chromosome_11	4627717	4627719	*	2.65857438092685e-05	0.04860005971777	32.6428571428571
Chromosome_11	4629845	4629847	*	7.49446001013843e-08	0.000989808639187603	-44.6853146853147
Chromosome_11	8649153	8649155	*	7.8193649141331e-07	0.00520849831453419	47.0899470899471
Chromosome_11	8650152	8650154	*	1.59004546736726e-08	0.000323363682093468	47.4024526198439
Chromosome_11	13504347	13504349	*	2.59246164024123e-06	0.0115495549621553	-30
Chromosome_11	15326021	15326023	*	4.2435040436227e-06	0.0155577962050996	36.9211514392991
Chromosome_11	16503944	16503946	*	1.26878240347475e-08	0.000269974989620325	50.9717868338558
Chromosome_11	21957241	21957243	*	2.02027548458884e-05	0.0414992373487043	40.7859078590786
Chromosome_11	21957320	21957322	*	3.6304667307267e-06	0.0143350634115634	43.8019652305367
Chromosome_11	21957334	21957336	*	5.00138312638404e-06	0.0173376501874262	38.5302879841112
Chromosome_11	21957338	21957340	*	6.6428096696385e-07	0.00471158402654117	40.4761904761905
Chromosome_11	21957376	21957378	*	4.50955585913632e-08	0.000709808272942635	49.4047619047619
Chromosome_11	25261120	25261122	*	2.0891762710812e-05	0.0424870700507511	-32.5454545454545
Chromosome_11	25866429	25866431	*	3.53582323919831e-06	0.0141067900958765	31.7073170731707
Chromosome_11	26407024	26407026	*	5.69546947948278e-10	2.84532473322251e-05	-65.6641604010025
Chromosome_11	28332591	28332593	*	1.14260010047785e-06	0.0065480204498714	-29.6747967479675
Chromosome_11	30545293	30545295	*	8.07908795029572e-06	0.0235218569953389	-49.0486257928118
Chromosome_11	32550480	32550482	*	2.48156337730243e-05	0.0469692798708217	40.9536541889483
Chromosome_11	33572005	33572007	*	2.10561337400092e-06	0.0100390295813496	42.8459119496855
Chromosome_11	34671293	34671295	*	3.45442549809586e-06	0.0139780603532531	-37.8260869565217
Chromosome_11	34900174	34900176	*	5.27631509621636e-10	2.69450101344427e-05	53.4883720930233
Chromosome_11	34900516	34900518	*	1.90196290354444e-07	0.0018678686216246	45.1205936920223
Chromosome_11	34900548	34900550	*	7.10789642672125e-09	0.000183597547277076	42.9859358095925
Chromosome_11	34900740	34900742	*	8.20796846816679e-07	0.00533673438006949	40.5844155844156
Chromosome_11	37795209	37795211	*	2.21092568346367e-05	0.0441951352857781	-35.4545454545455
Chromosome_11	39023619	39023621	*	2.41091744130549e-06	0.0109928915663444	-42.3697270471464
Chromosome_11	40131603	40131605	*	2.43556574801362e-05	0.0464547905422248	29.7297297297297
Chromosome_11	41024028	41024030	*	1.26283220477721e-05	0.0308729363058145	-35.5351170568562
Chromosome_11	41095099	41095101	*	2.31807554107459e-05	0.0449920751045862	-27.7777777777778
Chromosome_11	41459927	41459929	*	1.32627948022238e-05	0.0319482311152189	45.2934662236988
Chromosome_11	41459938	41459940	*	4.73111742844875e-10	2.65179539819985e-05	50.8196721311475
Chromosome_11	41459964	41459966	*	1.13698310712337e-06	0.00653212012240529	49.0566037735849
Chromosome_11	41514187	41514189	*	6.52258717968689e-07	0.0046695496971748	45.5258467023173
Chromosome_11	41607183	41607185	*	8.75487907284862e-06	0.0246340768803338	50.3100454733361
Chromosome_11	41717969	41717971	*	9.6622371494519e-09	0.000226574880007369	56.7680520083585
Chromosome_11	41729791	41729793	*	9.42957646149014e-07	0.00582518051726179	-48.2142857142857
Chromosome_11	41784697	41784699	*	2.33529807687245e-10	2.14665600066442e-05	-45.0054171180932
Chromosome_11	43187319	43187321	*	8.09959892807721e-06	0.0235218569953389	-46.4985994397759
Chromosome_11	45248938	45248940	*	4.92990839429498e-06	0.0171654445673919	42.0716112531969
Chromosome_11	46285225	46285227	*	1.18583133007515e-05	0.0300134234731133	37.3684210526316
Chromosome_11	46285424	46285426	*	9.11158088818626e-08	0.00115048904795363	42.7597402597403
Chromosome_11	48417270	48417272	*	1.08341737122787e-05	0.0284868549223528	-36.0990297758448
Chromosome_11	50874522	50874524	*	1.71702654013451e-05	0.0372950747717576	40.3186274509804
Chromosome_11	51047477	51047479	*	3.93431454589072e-07	0.00313821654736098	-42.557781201849
Chromosome_11	52537196	52537198	*	4.48150085931679e-06	0.0160416337904094	40.937019969278
Chromosome_11	52537204	52537206	*	1.97615809728363e-05	0.0411192145748764	38.5964912280702
Chromosome_11	52910626	52910628	*	2.16316228448542e-08	0.00041773636431976	44.9350649350649
Chromosome_11	52911946	52911948	*	3.00177398970618e-06	0.0126573162006909	44.3123938879457
Chromosome_11	53029368	53029370	*	4.90218666326697e-06	0.0170948215363939	-35.8783239323127
Chromosome_11	54066820	54066822	*	2.402608407116e-06	0.0109767847794096	40.7407407407407
Chromosome_11	54082650	54082652	*	1.74323223652167e-07	0.00177779962501539	-31.2941176470588
Chromosome_11	54994504	54994506	*	2.31634408221451e-05	0.0449920751045862	47.6154992548435
Chromosome_11	59367963	59367965	*	2.47345001310121e-05	0.0468986843822398	-29.8757763975155
Chromosome_11	60151282	60151284	*	3.01557854281456e-08	0.000541403197769628	-43.2291666666667
Chromosome_11	60708958	60708960	*	1.84268761006775e-06	0.00932730127063511	-32.0754716981132
Chromosome_11	60900610	60900612	*	1.29542257244015e-05	0.0313693405940238	29.2682926829268
Chromosome_11	60957543	60957545	*	1.72192171673343e-07	0.00176654834318807	35.0094876660342
Chromosome_11	61644653	61644655	*	6.83413340132326e-07	0.00481754736932165	25.3731343283582
Chromosome_11	61644658	61644660	*	4.17166135530254e-06	0.0154116270016746	27.2727272727273
Chromosome_11	61938190	61938192	*	1.08930090607251e-06	0.00635348172148157	-51.1627906976744
Chromosome_11	66382200	66382202	*	2.30142536027602e-05	0.0448964234765245	-26.4150943396226
Chromosome_11	66807030	66807032	*	3.67899384321061e-06	0.0143963202383512	-40.4612159329141
Chromosome_11	68027186	68027188	*	9.55777021775076e-06	0.0261337662234913	-27.4509803921569
Chromosome_11	68028635	68028637	*	4.77334729146443e-06	0.0168242448138344	-30.4347826086957
Chromosome_11	68714868	68714870	*	1.38503512444682e-05	0.0328696412613885	26.8292682926829
Chromosome_11	68714879	68714881	*	5.22037507847683e-06	0.0177992602447554	30.7692307692308
Chromosome_11	69180722	69180724	*	2.00033861333184e-05	0.0414133803808236	34.6129902469392
Chromosome_11	72479242	72479244	*	8.51275359928107e-06	0.0242637022491928	37.7090301003345
Chromosome_11	72479331	72479333	*	2.6023611582229e-05	0.0480736757228364	62.7678571428571
Chromosome_11	72511421	72511423	*	1.28031186264799e-07	0.00146379363299168	48.0223880597015
Chromosome_11	72524587	72524589	*	4.24478284362369e-06	0.0155577962050996	58.578431372549
Chromosome_11	72524598	72524600	*	1.08325817946915e-05	0.0284868549223528	49.7198879551821
Chromosome_11	72538094	72538096	*	2.32268928425395e-08	0.000441129282744427	53.1818181818182
Chromosome_11	73329258	73329260	*	8.75656139530977e-07	0.00555885272708063	-26.3157894736842
Chromosome_11	73511749	73511751	*	1.75122989295737e-05	0.03771715132828	-26.0869565217391
Chromosome_11	76939525	76939527	*	2.46509667413582e-05	0.0468434539524534	33.8775510204082
Chromosome_11	78300819	78300821	*	7.22906470469136e-06	0.0220036790753847	35.7142857142857
Chromosome_11	83958843	83958845	*	3.86820089681643e-07	0.00309732848306157	29.0322580645161
Chromosome_11	85005261	85005263	*	2.47296249755434e-06	0.011210875765026	26.440281030445
Chromosome_11	85331601	85331603	*	3.74570309557565e-06	0.0145052031248855	-38.470066518847
Chromosome_11	85828889	85828891	*	1.82687072246687e-06	0.00926765280882751	46.9298245614035
Chromosome_11	86702558	86702560	*	7.08926759098978e-07	0.00491297299702016	31.25
Chromosome_11	86702575	86702577	*	2.81689860914627e-06	0.0120772085960467	28.2608695652174
Chromosome_11	86702578	86702580	*	9.51032611829495e-06	0.0260685241172288	26.6666666666667
Chromosome_11	92184389	92184391	*	2.21859262577244e-06	0.010408110954145	-28.7946428571429
Chromosome_11	93527427	93527429	*	1.62996741313422e-07	0.0017026147164837	-34.1463414634146
Chromosome_11	94603779	94603781	*	1.36128196923685e-06	0.00741303043132171	-28.8461538461538
Chromosome_11	94875876	94875878	*	1.68988157732864e-05	0.0368728924186218	-46.364018495166
Chromosome_11	95230451	95230453	*	1.05840284389955e-08	0.000240818455173426	-48.6772486772487
Chromosome_11	95230458	95230460	*	1.39552539054539e-05	0.0329598361502411	-41.3108242303873
Chromosome_11	96065932	96065934	*	1.40504315063093e-10	1.53755446649127e-05	-49.0566037735849
Chromosome_11	96089300	96089302	*	2.07042949460934e-05	0.0422929583981087	-31.1594202898551
Chromosome_11	96103952	96103954	*	2.11902095875122e-07	0.00197952179095385	-38.1302521008403
Chromosome_11	96128171	96128173	*	1.16555613102692e-06	0.00664642776069329	-42.3611111111111
Chromosome_11	96573663	96573665	*	1.61996979844953e-05	0.036038502637879	31.9274879763226
Chromosome_11	97048660	97048662	*	7.30446259643922e-06	0.0221160027583726	-39.148519696599
Chromosome_11	97889279	97889281	*	2.70806729753773e-10	2.32887004501643e-05	50.1724137931034
Chromosome_11	97889283	97889285	*	4.25797476853923e-10	2.65179539819985e-05	49.2372881355932
Chromosome_11	97889286	97889288	*	8.53408397956549e-09	0.000206439809055205	45.8757062146893
Chromosome_11	97890282	97890284	*	1.56691128725594e-06	0.00822110964215497	43.0607966457023
Chromosome_11	98278040	98278042	*	7.3885253501755e-07	0.0050443861219124	-33.6675020885547
Chromosome_11	98279528	98279530	*	4.36667788569319e-06	0.0158528586934713	-54.0567951318458
Chromosome_11	98280036	98280038	*	6.92877221250543e-13	2.65378157976791e-07	-53.9473684210526
Chromosome_11	98280103	98280105	*	6.16279671831505e-12	1.18020306551575e-06	-53.6178631995478
Chromosome_11	99965275	99965277	*	1.22393285333304e-05	0.0305388899107569	-38.3333333333333
Chromosome_11	100899910	100899912	*	1.35212217382253e-06	0.00739821224233994	45.1111111111111
Chromosome_11	102989715	102989717	*	1.8797573104891e-05	0.0398503960606653	44.4444444444444
Chromosome_11	103229479	103229481	*	3.94468852390107e-06	0.0149097128424661	-52.5210084033613
Chromosome_11	104286536	104286538	*	1.37940061505427e-05	0.0328490824880239	36.7703218767049
Chromosome_11	108432222	108432224	*	1.76543085600926e-05	0.0379874028096845	39.4688644688645
Chromosome_11	111306636	111306638	*	6.68370709024356e-06	0.0209543202019123	47.4060822898032
Chromosome_11	111945936	111945938	*	2.09294767713735e-06	0.0100202348590073	34.2270771267792
Chromosome_11	112411638	112411640	*	2.24063208621278e-05	0.0442961693696863	30
Chromosome_11	123954692	123954694	*	3.42391621043775e-06	0.0139262703577889	37.033523086654
Chromosome_11	125389986	125389988	*	2.03183723883273e-06	0.0098925227753443	25.8064516129032
Chromosome_11	125896591	125896593	*	2.73335426568251e-05	0.0493045088981582	33.5555555555556
Chromosome_11	125896610	125896612	*	1.47449768134241e-05	0.034051882402752	36.1651637399146
Chromosome_11	128714761	128714763	*	1.50427071661607e-08	0.000308651307004318	48.1218574386276
Chromosome_11	129744375	129744377	*	7.21743822187457e-06	0.0220036790753847	-35.5442176870748
Chromosome_11	129744377	129744379	*	1.52130481353982e-06	0.00805539148641825	-38.8775510204082
Chromosome_11	129871078	129871080	*	2.01459607376796e-05	0.0414759965041822	51.5886287625418
Chromosome_12	1876619	1876621	*	1.78649247141226e-05	0.0383388902459932	28.5714285714286
Chromosome_12	3351246	3351248	*	1.07557918614421e-05	0.028464234696067	28.3018867924528
Chromosome_12	3357764	3357766	*	1.42780929460818e-09	5.37898720866388e-05	45.6140350877193
Chromosome_12	3357779	3357781	*	1.12538101068574e-08	0.000251086000992825	44.4444444444444
Chromosome_12	3359079	3359081	*	2.80307879010661e-09	9.19214210724568e-05	47.6923076923077
Chromosome_12	3359121	3359123	*	4.83502523218867e-09	0.00013386923889584	42.8571428571429
